kind,digits,N,acc_nl,acc_code,acc_exec
add,2,2,1.000000,1.000000,1.000000
add,4,2,1.000000,1.000000,1.000000
add,8,2,1.000000,1.000000,1.000000
add,16,2,0.000000,1.000000,1.000000
add,32,3,0.000000,0.000000,1.000000
ilp_assign,2,2,1.000000,0.500000,0.500000
ilp_assign,4,2,0.000000,0.000000,0.000000
ilp_assign,8,2,0.000000,0.000000,1.000000
ilp_assign,16,2,0.000000,0.000000,1.000000
ilp_assign,32,2,0.000000,0.000000,1.000000
ilp_partition,2,3,0.333333,0.333333,1.000000
ilp_partition,4,2,0.000000,0.000000,1.000000
ilp_partition,8,2,0.000000,0.500000,1.000000
ilp_partition,16,2,0.000000,0.000000,1.000000
ilp_partition,32,2,0.000000,0.000000,0.500000
ilp_prod,2,2,0.000000,0.500000,0.000000
ilp_prod,4,4,0.000000,0.000000,1.000000
ilp_prod,8,2,0.000000,0.000000,0.000000
ilp_prod,16,2,0.000000,0.000000,1.000000
ilp_prod,32,2,0.000000,0.000000,0.500000
knap,2,2,1.000000,0.000000,1.000000
knap,4,3,0.333333,0.333333,1.000000
knap,8,2,0.000000,0.000000,1.000000
knap,16,2,0.000000,0.000000,1.000000
knap,32,2,0.000000,0.000000,1.000000
lcs,2,2,1.000000,1.000000,1.000000
lcs,4,2,0.500000,0.500000,1.000000
lcs,8,2,0.000000,0.000000,1.000000
lcs,16,2,0.000000,0.000000,1.000000
lcs,32,2,0.000000,0.000000,1.000000
mul,2,3,1.000000,1.000000,1.000000
mul,4,2,0.500000,0.000000,1.000000
mul,8,2,0.000000,0.000000,1.000000
mul,16,4,0.000000,0.000000,1.000000
mul,32,2,0.000000,0.000000,1.000000
rod,2,2,0.500000,0.000000,1.000000
rod,4,3,0.666667,0.000000,1.000000
rod,8,2,0.000000,0.000000,1.000000
rod,16,2,0.000000,0.000000,1.000000
rod,32,2,0.000000,0.000000,1.000000
sub,2,3,1.000000,1.000000,1.000000
sub,4,2,0.500000,1.000000,1.000000
sub,8,2,0.500000,1.000000,1.000000
sub,16,2,0.000000,0.500000,1.000000
sub,32,2,0.000000,0.000000,1.000000
