kind,digits,N,acc_nl,acc_code,acc_exec
add,2,22,0.954545,1.000000,1.000000
add,4,22,0.863636,0.954545,1.000000
add,8,22,0.727273,0.954545,1.000000
add,16,22,0.136364,0.681818,1.000000
add,32,22,0.045455,0.090909,1.000000
ilp_assign,2,23,0.260870,0.260870,0.000000
ilp_assign,4,22,0.000000,0.045455,0.181818
ilp_assign,8,22,0.000000,0.000000,0.000000
ilp_assign,16,22,0.000000,0.000000,0.000000
ilp_assign,32,23,0.000000,0.000000,0.000000
ilp_partition,2,22,0.227273,0.454545,0.636364
ilp_partition,4,23,0.173913,0.347826,0.434783
ilp_partition,8,22,0.000000,0.090909,0.090909
ilp_partition,16,22,0.045455,0.000000,0.045455
ilp_partition,32,22,0.000000,0.000000,0.000000
ilp_prod,2,23,0.043478,0.173913,0.000000
ilp_prod,4,22,0.000000,0.045455,0.000000
ilp_prod,8,22,0.000000,0.045455,0.000000
ilp_prod,16,22,0.000000,0.000000,0.000000
ilp_prod,32,22,0.000000,0.000000,0.000000
knap,2,22,0.681818,0.136364,1.000000
knap,4,22,0.136364,0.090909,1.000000
knap,8,22,0.000000,0.000000,1.000000
knap,16,22,0.000000,0.000000,0.909091
knap,32,22,0.000000,0.000000,0.954545
lcs,2,22,0.772727,0.454545,1.000000
lcs,4,22,0.590909,0.409091,1.000000
lcs,8,22,0.272727,0.454545,1.000000
lcs,16,22,0.000000,0.272727,1.000000
lcs,32,22,0.000000,0.090909,1.000000
mul,2,22,1.000000,1.000000,1.000000
mul,4,22,0.136364,0.000000,1.000000
mul,8,23,0.000000,0.000000,1.000000
mul,16,22,0.000000,0.000000,0.909091
mul,32,23,0.000000,0.000000,0.956522
rod,2,23,0.652174,0.478261,0.086957
rod,4,23,0.086957,0.000000,1.000000
rod,8,22,0.000000,0.000000,0.954545
rod,16,23,0.000000,0.000000,1.000000
rod,32,22,0.000000,0.000000,1.000000
sub,2,22,1.000000,1.000000,1.000000
sub,4,22,0.818182,1.000000,1.000000
sub,8,22,1.000000,0.954545,1.000000
sub,16,23,0.391304,0.521739,1.000000
sub,32,22,0.000000,0.227273,1.000000
