kind,digits,N,acc_nl,acc_code,acc_exec
add,2,23,1.000000,1.000000,1.000000
add,4,22,0.636364,0.954545,1.000000
add,8,22,0.681818,0.954545,1.000000
add,16,22,0.000000,0.636364,1.000000
add,32,22,0.000000,0.136364,1.000000
ilp_assign,2,22,0.136364,0.363636,0.000000
ilp_assign,4,22,0.000000,0.000000,0.090909
ilp_assign,8,23,0.000000,0.000000,0.000000
ilp_assign,16,23,0.000000,0.000000,0.000000
ilp_assign,32,22,0.000000,0.000000,0.000000
ilp_partition,2,22,0.136364,0.409091,0.363636
ilp_partition,4,22,0.090909,0.454545,0.454545
ilp_partition,8,22,0.000000,0.090909,0.000000
ilp_partition,16,22,0.045455,0.000000,0.090909
ilp_partition,32,22,0.000000,0.000000,0.000000
ilp_prod,2,23,0.000000,0.043478,0.000000
ilp_prod,4,22,0.000000,0.000000,0.000000
ilp_prod,8,22,0.000000,0.000000,0.000000
ilp_prod,16,22,0.000000,0.000000,0.000000
ilp_prod,32,22,0.000000,0.000000,0.000000
knap,2,22,0.500000,0.181818,1.000000
knap,4,22,0.181818,0.181818,1.000000
knap,8,22,0.000000,0.000000,1.000000
knap,16,22,0.000000,0.000000,0.727273
knap,32,22,0.000000,0.000000,1.000000
lcs,2,23,0.826087,0.695652,1.000000
lcs,4,23,0.391304,0.391304,1.000000
lcs,8,22,0.363636,0.454545,1.000000
lcs,16,22,0.045455,0.181818,1.000000
lcs,32,23,0.000000,0.173913,1.000000
mul,2,22,0.954545,1.000000,1.000000
mul,4,22,0.090909,0.000000,1.000000
mul,8,22,0.000000,0.000000,1.000000
mul,16,23,0.000000,0.000000,1.000000
mul,32,23,0.000000,0.000000,1.000000
rod,2,22,0.636364,0.227273,0.272727
rod,4,22,0.090909,0.136364,0.863636
rod,8,22,0.000000,0.000000,1.000000
rod,16,22,0.000000,0.000000,1.000000
rod,32,22,0.000000,0.000000,0.909091
sub,2,22,1.000000,1.000000,1.000000
sub,4,22,0.772727,1.000000,1.000000
sub,8,22,0.863636,0.954545,1.000000
sub,16,23,0.304348,0.434783,1.000000
sub,32,22,0.000000,0.136364,1.000000
