idx,kind,digits,truth,answer_nl,correct_nl,answer_code,correct_code,answer_code_exec,correct_code_exec,problem
0,lcs,16,8,The length of the LCS needs to be computed using the recursive algorithm described.,0,8,1,"{'ok': True, 'value': 8, 'stdout': '8\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.17371177673339844}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""cdccbbccbabaadab""
T = ""baababbcddbdadab"""
1,ilp_partition,16,0,10,0,10,0,"{'ok': True, 'value': 2, 'stdout': '2\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.11070680618286133}",0,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [13, 36, 12, 19, 23, 41, 20, 23, 1, 37, 29, 6, 18, 41, 20, 39]"
2,lcs,8,5,4,0,5,1,"{'ok': True, 'value': 5, 'stdout': '5\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10126519203186035}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""acadbdba""
T = ""bbcabdda"""
3,rod,8,192,44,0,44,0,"{'ok': True, 'value': 192, 'stdout': '192\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10302567481994629}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 8
P = [24, 5, 10, 12, 9, 20, 8, 24]"
4,knap,2,8,13,0,13,0,"{'ok': True, 'value': 8, 'stdout': '8\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10804533958435059}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [3, 3, 5]
V = [5, 2, 8]
C = 5"
5,ilp_assign,32,100,Cannot be determined without visual representation and iterative steps,0,228,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec_ans_trpb/main.py"", line 59, in <module>\n    min_cost = hungarian(C)\n  File ""/tmp/cot_exec_ans_trpb/main.py"", line 10, in hungarian\n    v[j] = min(C[:, j])\nTypeError: list indices must be integers or slices, not tuple\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.10503578186035156}",0,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[7, 38, 2, 17, 18, 81, 51], [85, 28, 55, 2, 62, 72, 3], [1, 28, 80, 91, 64, 82, 32], [62, 74, 20, 63, 61, 90, 44], [72, 6, 54, 88, 90, 32, 56], [63, 49, 80, 47, 91, 45, 46], [43, 60, 41, 76, 8, 57, 39]]"
6,mul,2,2800,2800,1,2800,1,"{'ok': True, 'value': 2800, 'stdout': '2800\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10644698143005371}",1,Compute: 50 * 56
7,mul,32,2989111651595914921946463261086603833595842248049434162062931664,2969299638294977357439924862899264,0,336,0,"{'ok': True, 'value': 2989111651595914921946463261086603833595842248049434162062931664, 'stdout': '2989111651595914921946463261086603833595842248049434162062931664\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10673093795776367}",1,Compute: 88823358705147206912712032127469 * 33652315057330741235014875248656
8,add,4,16074,16074,1,16074,1,"{'ok': True, 'value': 16074, 'stdout': '16074\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10210418701171875}",1,Compute: 8497 + 7577
9,rod,16,384,107,0,109,0,"{'ok': True, 'value': 384, 'stdout': '384\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.12306547164916992}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [24, 4, 21, 37, 9, 22, 1, 9, 22, 7, 22, 33, 14, 41, 25, 9]"
