idx,kind,digits,truth,answer_nl,correct_nl,answer_code,correct_code,answer_code_exec,correct_code_exec,problem
0,rod,16,352,45,0,29,0,"{'ok': True, 'value': 352, 'stdout': '352\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.1451258659362793}",1,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 16
P = [22, 37, 4, 6, 33, 34, 17, 9, 17, 22, 28, 8, 48, 26, 45, 1]"
1,sub,4,2175,2175,1,2175,1,"{'ok': True, 'value': 2175, 'stdout': '2175\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10335826873779297}",1,Compute: 9905 - 7730
2,ilp_partition,4,6,0,0,5,0,"{'ok': True, 'value': 6, 'stdout': '6\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09400582313537598}",1,"Partition: Split the items into two groups to minimize the absolute difference between the sums. Return the minimum difference as an integer.
weights = [11, 11, 5, 11]"
3,ilp_assign,16,105,1,0,49,0,"{'ok': True, 'value': 105, 'stdout': '105\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 1.6592178344726562}",1,"Assignment problem: Given an n×n cost matrix C, assign each worker to one task minimizing the total cost. Return the minimum total cost as an integer. 
C = [[13, 30, 2, 21, 25, 8, 44], [26, 12, 25, 40, 47, 35, 48], [28, 20, 12, 27, 36, 18, 42], [34, 8, 27, 48, 47, 6, 23], [41, 1, 35, 31, 19, 47, 25], [37, 29, 41, 32, 23, 31, 33], [33, 16, 2, 24, 15, 16, 20]]"
4,add,16,7710349994693310,57777444444444444,0,7710349994693310,1,"{'ok': True, 'value': 7710349994693310, 'stdout': '7710349994693310\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09961438179016113}",1,Compute: 1550168928425851 + 6160181066267459
5,sub,4,553,553,1,553,1,"{'ok': True, 'value': 553, 'stdout': '553\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10313796997070312}",1,Compute: 3573 - 3020
6,sub,16,2793905415068721,2793905415068721,1,2793905415068721,1,"{'ok': True, 'value': 2793905415068721, 'stdout': '2793905415068721\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.10460519790649414}",1,Compute: 8928991557295045 - 6135086142226324
7,knap,16,420,1043,0,1048,0,"{'ok': True, 'value': 420, 'stdout': '420\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.09565877914428711}",1,"0/1 Knapsack: Given item weights W and values V and capacity C, compute the maximum total value.
W = [28, 23, 15, 8, 27, 32, 6, 30, 20, 2, 22, 31, 8, 20, 7, 24]
V = [6, 24, 40, 24, 44, 62, 29, 49, 44, 2, 48, 44, 58, 27, 59, 54]
C = 151"
8,lcs,4,3,3,1,2,0,"{'ok': True, 'value': 3, 'stdout': '3\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08737897872924805}",1,"Compute the length of the Longest Common Subsequence (LCS) between strings:
S = ""abbd""
T = ""bbbbd"""
9,add,16,17731907340954129,17731907340954129,1,17731907340954129,1,"{'ok': True, 'value': 17731907340954129, 'stdout': '17731907340954129\n', 'stderr': '', 'retcode': 0, 'timeout': False, 'duration_s': 0.08962535858154297}",1,Compute: 9444754194954687 + 8287153145999442
10,ilp_prod,16,132,138,0,159,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': '/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py:1489: UserWarning: Spaces are not permitted in the name. Converted to \'_\'\n  warnings.warn(""Spaces are not permitted in the name. Converted to \'_\'"")\nTraceback (most recent call last):\n  File ""/tmp/cot_exec_1wy2zcv5/main.py"", line 10, in <module>\n    x = LpVariable.dicts(""Quantity"", range(6), 0, upper_bounds)\n  File ""/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py"", line 461, in dicts\n    d[i] = LpVariable(\n  File ""/mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/pulp/pulp.py"", line 296, in __init__\n    if not math.isfinite(self.upBound):\nTypeError: must be real number, not list\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.22771763801574707}",0,"Production planning: Choose integer quantities x_j ≥ 0 to maximize total profit sum_j profit[j]*x_j, subject to resource constraints sum_j consumption[i][j]*x_j ≤ capacity[i]. Return the max profit.
profit = [22, 30, 42, 3, 34, 16]
consumption (rows=resources) = [[10, 7, 1, 10, 4, 14], [12, 13, 12, 13, 7, 11], [1, 2, 4, 14, 4, 14], [11, 8, 11, 11, 12, 12]]
capacity = [41, 52, 53, 37]
upper_bounds = [3, 4, 3, 3, 3, 3]"
11,rod,2,12,12,1,6,0,"{'ok': False, 'value': None, 'stdout': '', 'stderr': 'Traceback (most recent call last):\n  File ""/tmp/cot_exec__r7n1z96/main.py"", line 10, in <module>\n    res = rod_cutting(N, P)\n  File ""/tmp/cot_exec__r7n1z96/main.py"", line 5, in rod_cutting\n    dp[i] = max(dp[i], P[cut] + dp[i - cut])\nIndexError: list index out of range\n', 'retcode': 1, 'timeout': False, 'duration_s': 0.08620595932006836}",0,"Rod cutting: Given a rod of length N and price list P[1..N], compute the maximum obtainable revenue.
N = 2
P = [6, 6]"
